Product Name*,Categories*,Product Description,Price*,Discounted Price,Variant SKU Code,Variant Label 1,Variant Value 1,Variant Label 2,Variant Value 2,Tax Value (%),HSN,Product Weight (kg),Image links (up to 24 for each product group),GTIN,Google product category
Compatible - Horizon Forbidden West Tallneck (76989),Others,<p>Build your own Horizon Forbidden West Tallneck. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,4999.0,,76989,,,,,18,95030030,0.5,"/images/compatible___horizon_forbidden_west_tallneck__76989_.jpg,/images/compatible___horizon_forbidden_west_tallneck__76989__1.jpg",,
Compatible - AT-ST Walker (75417),Star Wars,<p>Build your own AT-ST Walker. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,75417,,,,,18,95030030,0.5,"/images/compatible___at_st_walker__75417_.jpg,/images/compatible___at_st_walker__75417__1.jpg",,
Compatible - Monastery of Spinjitzu (70670),Ninjago,<p>Build your own Monastery of Spinjitzu. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,70670,,,,,18,95030030,0.5,/images/compatible___monastery_of_spinjitzu__70670_.jpg,,
Compatible - Temple of The Ultimate Ultimate Weapon (70617),Ninjago,<p>Build your own Temple of The Ultimate Ultimate Weapon. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,70617,,,,,18,95030030,0.5,/images/compatible___temple_of_the_ultimate_ultimate_weapon__70617_.jpg,,
Compatible - NASA Apollo Saturn V (92176),Ideas,<p>Build your own NASA Apollo Saturn V. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5399.0,,92176,,,,,18,95030030,0.5,"/images/compatible___nasa_apollo_saturn_v__92176_.jpg,/images/compatible___nasa_apollo_saturn_v__92176__1.jpg",,
Compatible - Malfoy Manor (76453),Harry Potter,<p>Build your own Malfoy Manor. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,76453,,,,,18,95030030,0.5,"/images/compatible___malfoy_manor__76453_.jpg,/images/compatible___malfoy_manor__76453__1.jpg",,
Compatible - Vincent van Gogh - The Starry Night (21333),Ideas,<p>Build your own Vincent van Gogh - The Starry Night. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,21333,,,,,18,95030030,0.5,"/images/compatible___vincent_van_gogh___the_starry_night__21333_.jpg,/images/compatible___vincent_van_gogh___the_starry_night__21333__1.jpg",,
Compatible - Temple of Airjitzu (70751),Ninjago,<p>Build your own Temple of Airjitzu. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6499.0,,70751,,,,,18,95030030,0.5,/images/compatible___temple_of_airjitzu__70751_.jpg,,
Compatible - Philosophers Stone (76466),Harry Potter,<p>Build your own Philosophers Stone. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7499.0,,76466,,,,,18,95030030,0.5,"/images/compatible___philosophers_stone__76466_.jpg,/images/compatible___philosophers_stone__76466__1.jpg",,
Compatible - Hogsmeade Village (76457),Harry Potter,<p>Build your own Hogsmeade Village. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9499.0,,76457,,,,,18,95030030,0.5,"/images/compatible___hogsmeade_village__76457_.jpg,/images/compatible___hogsmeade_village__76457__1.jpg",,
Compatible - Italian Riviera (21359),Ideas,<p>Build your own Italian Riviera. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,21359,,,,,18,95030030,0.5,"/images/compatible___italian_riviera__21359_.jpg,/images/compatible___italian_riviera__21359__1.jpg",,
Compatible - Droideka (75381),Star Wars,<p>Build your own Droideka. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2499.0,,75381,,,,,18,95030030,0.5,"/images/compatible___droideka__75381_.jpg,/images/compatible___droideka__75381__1.jpg",,
Compatible - TIE Fighter Pilot Helmet (75274),Star Wars,<p>Build your own TIE Fighter Pilot Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,75274,,,,,18,95030030,0.5,"/images/compatible___tie_fighter_pilot_helmet__75274_.jpg,/images/compatible___tie_fighter_pilot_helmet__75274__1.jpg",,
Compatible - Captain Rex Helmet (75349),Star Wars,<p>Build your own Captain Rex Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,75349,,,,,18,95030030,0.5,"/images/compatible___captain_rex_helmet__75349_.jpg,/images/compatible___captain_rex_helmet__75349__1.jpg",,
Compatible - Clone Commander Cody Helmet (75350),Star Wars,<p>Build your own Clone Commander Cody Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,75350,,,,,18,95030030,0.5,"/images/compatible___clone_commander_cody_helmet__75350_.jpg,/images/compatible___clone_commander_cody_helmet__75350__1.jpg",,
Compatible - Dark Trooper Helmet (75343),Star Wars,<p>Build your own Dark Trooper Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,75343,,,,,18,95030030,0.5,"/images/compatible___dark_trooper_helmet__75343_.jpg,/images/compatible___dark_trooper_helmet__75343__1.jpg",,
Marvel Avengers Superheroes Minifigs – Pack of 6 (MAPO6),Minifigs,"<p>Assemble Earth's mightiest heroes with this exciting <strong>Marvel Avengers</strong> minifigure collection featuring legendary superheroes and villains from the Marvel universe.</p><p>This collectible set brings together iconic characters equipped with their signature gear and accessories, perfect for fans, collectors, and builders who want to recreate epic superhero battles.</p><p><strong>Characters included:</strong></p><ul>
<li>Nick Fury</li>
<li>Iron Man</li>
<li>Captain America</li>
<li>Thanos</li>
<li>Black Widow</li>
<li>Hulk</li>
</ul><p><strong>Features:</strong></p><ul>
<li>6 Marvel superhero collectible minifigures</li>
<li>Includes character weapons and accessories</li>
<li>Compatible with most major building brick brands</li>
<li>Perfect for collectors, display, and superhero adventures</li>
</ul>",799.0,,SKU-MARVEL-AVENGERS-SUPERHEROES,,,,,18,95030030,0.5,/images/marvel_avengers_superheroes_minifigs___pack_of_6__mapo6_.jpg,,
Compatible - Death Star - UCS (75419),Star Wars,<p>Build your own Death Star - UCS. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,17999.0,,75419,,,,,18,95030030,0.5,"/images/compatible___death_star___ucs__75419_.jpg,/images/compatible___death_star___ucs__75419__1.jpg",,
Compatible - Colosseum (10276),Icons,<p>Build your own Colosseum. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,16499.0,,10276,,,,,18,95030030,0.5,"/images/compatible___colosseum__10276_.jpg,/images/compatible___colosseum__10276__1.jpg",,
Compatible - Star Wars - UCS - The Millenium Falcon (75192),Star Wars,<p>Build your own Star Wars - UCS - The Millenium Falcon. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,15999.0,,75192,,,,,18,95030030,0.5,"/images/compatible___star_wars___ucs___the_millenium_falcon__75192_.jpg,/images/compatible___star_wars___ucs___the_millenium_falcon__75192__1.jpg",,
Compatible - AT-AT (75313),Star Wars,<p>Build your own AT-AT. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,15499.0,,75313,,,,,18,95030030,0.5,"/images/compatible___at_at__75313_.jpg,/images/compatible___at_at__75313__1.jpg",,
Compatible - Eiffel Tower (10307),Icons,<p>Build your own Eiffel Tower. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,11999.0,,10307,,,,,18,95030030,0.5,"/images/compatible___eiffel_tower__10307_.jpg,/images/compatible___eiffel_tower__10307__1.jpg",,
Compatible - Hogwarts Castle (71043),Harry Potter,<p>Build your own Hogwarts Castle. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,13499.0,,71043,,,,,18,95030030,0.5,"/images/compatible___hogwarts_castle__71043_.jpg,/images/compatible___hogwarts_castle__71043__1.jpg",,
Compatible - UCS - The Razor Crest (75331),Star Wars,<p>Build your own UCS - The Razor Crest. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,12999.0,,75331,,,,,18,95030030,0.5,"/images/compatible___ucs___the_razor_crest__75331_.jpg,/images/compatible___ucs___the_razor_crest__75331__1.jpg",,
Compatible - Titanic (10294),Icons,<p>Build your own Titanic. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,14999.0,,10294,,,,,18,95030030,0.5,"/images/compatible___titanic__10294_.jpg,/images/compatible___titanic__10294__1.jpg",,
Compatible - Real Madrid – Santiago Bernabéu Stadium (10299),Creator Expert,<p>Build your own Real Madrid – Santiago Bernabéu Stadium. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,11999.0,,10299,,,,,18,95030030,0.5,"/images/compatible___real_madrid___santiago_bernab_u_stadium__10299_.jpg,/images/compatible___real_madrid___santiago_bernab_u_stadium__10299__1.jpg",,
Compatible - Ninjago City Markets (71799),Ninjago,<p>Build your own Ninjago City Markets. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,71799,,,,,18,95030030,0.5,"/images/compatible___ninjago_city_markets__71799_.jpg,/images/compatible___ninjago_city_markets__71799__1.jpg",,
Compatible - The Lord of the Rings Rivendell (10316),The Lord of the Rings,<p>Build your own The Lord of the Rings Rivendell. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,10316,,,,,18,95030030,0.5,"/images/compatible___the_lord_of_the_rings_rivendell__10316_.jpg,/images/compatible___the_lord_of_the_rings_rivendell__10316__1.jpg",,
Compatible - The Lord of the Rings: Barad-dûr (10333),The Lord of the Rings,<p>Build your own The Lord of the Rings: Barad-dûr. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,10333,,,,,18,95030030,0.5,"/images/compatible___the_lord_of_the_rings__barad_d_r__10333_.jpg,/images/compatible___the_lord_of_the_rings__barad_d_r__10333__1.jpg",,
Compatible - Venator-Class Republic Attack Cruiser (75367),Star Wars,<p>Build your own Venator-Class Republic Attack Cruiser. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,75367,,,,,18,95030030,0.5,"/images/compatible___venator_class_republic_attack_cruiser__75367_.jpg,/images/compatible___venator_class_republic_attack_cruiser__75367__1.jpg",,
Compatible - Avengers Tower (76269),Marvel,<p>Build your own Avengers Tower. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10399.0,,76269,,,,,18,95030030,0.5,"/images/compatible___avengers_tower__76269_.jpg,/images/compatible___avengers_tower__76269__1.jpg",,
Compatible - Gringotts Wizarding Bank - Collectors Edition (76417),Harry Potter,<p>Build your own Gringotts Wizarding Bank - Collectors Edition. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,76417,,,,,18,95030030,0.5,"/images/compatible___gringotts_wizarding_bank___collectors_edition__76417_.jpg,/images/compatible___gringotts_wizarding_bank___collectors_edition__76417__1.jpg",,
Compatible - Hogwarts Train Collectors Edition (76405),Harry Potter,<p>Build your own Hogwarts Train Collectors Edition. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,76405,,,,,18,95030030,0.5,"/images/compatible___hogwarts_train_collectors_edition__76405_.jpg,/images/compatible___hogwarts_train_collectors_edition__76405__1.jpg",,
Compatible - Welcome to Apocalypseburg (70840),DC,<p>Build your own Welcome to Apocalypseburg. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9999.0,,70840,,,,,18,95030030,0.5,"/images/compatible___welcome_to_apocalypseburg__70840_.jpg,/images/compatible___welcome_to_apocalypseburg__70840__1.jpg",,
Compatible - Batcave Shadow Box (76252),DC,<p>Build your own Batcave Shadow Box. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9999.0,,76252,,,,,18,95030030,0.5,"/images/compatible___batcave_shadow_box__76252_.jpg,/images/compatible___batcave_shadow_box__76252__1.jpg",,
Compatible - Loop Coaster (10303),Powered UP,<p>Build your own Loop Coaster. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,10999.0,,10303,,,,,18,95030030,0.5,/images/compatible___loop_coaster__10303_.jpg,,
Compatible - River Steamboat (21356),Ideas,<p>Build your own River Steamboat. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,21356,,,,,18,95030030,0.5,"/images/compatible___river_steamboat__21356_.jpg,/images/compatible___river_steamboat__21356__1.jpg",,
Compatible - Ghostbusters Firehouse (75827),Ghostbusters,<p>Build your own Ghostbusters Firehouse. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9499.0,,75827,,,,,18,95030030,0.5,"/images/compatible___ghostbusters_firehouse__75827_.jpg,/images/compatible___ghostbusters_firehouse__75827__1.jpg",,
Compatible - Diagon Alley (75978),Harry Potter,<p>Build your own Diagon Alley. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9499.0,,75978,,,,,18,95030030,0.5,"/images/compatible___diagon_alley__75978_.jpg,/images/compatible___diagon_alley__75978__1.jpg",,
Compatible - Mercedes Benz Arocs (42043),Technic,"<p>Build your own Mercedes Benz Arocs. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>
<p><strong>Note:</strong> This set does not include the box or physical instruction manual. A digital manual will be shared separately via WhatsApp.</p>",9999.0,,42043,,,,,18,95030030,0.5,"/images/compatible___mercedes_benz_arocs__42043_.jpg,/images/compatible___mercedes_benz_arocs__42043__1.jpg",,
Compatible - Volvo EC500 Hybrid Excavator (42215),Technic,<p>Build your own Volvo EC500 Hybrid Excavator. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9999.0,,42215,,,,,18,95030030,0.5,"/images/compatible___volvo_ec500_hybrid_excavator__42215_.jpg,/images/compatible___volvo_ec500_hybrid_excavator__42215__1.jpg",,
Compatible - Jurassic Park - TRex Rampage (75936),Jurassic World,<p>Build your own Jurassic Park - TRex Rampage. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,9999.0,,75936,,,,,18,95030030,0.5,"/images/compatible___jurassic_park___trex_rampage__75936_.jpg,/images/compatible___jurassic_park___trex_rampage__75936__1.jpg",,
Compatible - The Mighty Bowser (71411),Super Mario,<p>Build your own The Mighty Bowser. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7499.0,,71411,,,,,18,95030030,0.5,"/images/compatible___the_mighty_bowser__71411_.jpg,/images/compatible___the_mighty_bowser__71411__1.jpg",,
Compatible - The Daily Bugle (76178),Marvel,<p>Build your own The Daily Bugle. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76178,,,,,18,95030030,0.5,"/images/compatible___the_daily_bugle__76178_.jpg,/images/compatible___the_daily_bugle__76178__1.jpg",,
Compatible - Stranger Things The Creel House (11370),Stranger Things,<p>Build your own Stranger Things The Creel House. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,11370,,,,,18,95030030,0.5,"/images/compatible___stranger_things_the_creel_house__11370_.jpg,/images/compatible___stranger_things_the_creel_house__11370__1.jpg",,
Compatible - Sanctum Sanctorum (76218),Marvel,<p>Build your own Sanctum Sanctorum. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76218,,,,,18,95030030,0.5,"/images/compatible___sanctum_sanctorum__76218_.jpg,/images/compatible___sanctum_sanctorum__76218__1.jpg",,
Compatible - Captain Jack Sparrows Pirate Ship (10365),Icons,<p>Build your own Captain Jack Sparrows Pirate Ship. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,10365,,,,,18,95030030,0.5,"/images/compatible___captain_jack_sparrows_pirate_ship__10365_.jpg,/images/compatible___captain_jack_sparrows_pirate_ship__10365__1.jpg",,
Compatible - Hogwarts Icons - Collectors Edition (76391),Harry Potter,<p>Build your own Hogwarts Icons - Collectors Edition. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,76391,,,,,18,95030030,0.5,"/images/compatible___hogwarts_icons___collectors_edition__76391_.jpg,/images/compatible___hogwarts_icons___collectors_edition__76391__1.jpg",,
Compatible - 1989 Batmobile (76139),DC,<p>Build your own 1989 Batmobile. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76139,,,,,18,95030030,0.5,"/images/compatible___1989_batmobile__76139_.jpg,/images/compatible___1989_batmobile__76139__1.jpg",,
Compatible - Batman: The Animated Series Gotham City (76271),DC,<p>Build your own Batman: The Animated Series Gotham City. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76271,,,,,18,95030030,0.5,"/images/compatible___batman__the_animated_series_gotham_city__76271_.jpg,/images/compatible___batman__the_animated_series_gotham_city__76271__1.jpg",,
Compatible - Tree House (21318),Ideas,<p>Build your own Tree House. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,21318,,,,,18,95030030,0.5,"/images/compatible___tree_house__21318_.jpg,/images/compatible___tree_house__21318__1.jpg",,
Compatible - Airbus H175 Rescue Helicopter (42145),Technic,<p>Build your own Airbus H175 Rescue Helicopter. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,42145,,,,,18,95030030,0.5,"/images/compatible___airbus_h175_rescue_helicopter__42145_.jpg,/images/compatible___airbus_h175_rescue_helicopter__42145__1.jpg",,
Compatible - The Tower of Orthanc (10237),The Lord of the Rings,<p>Build your own The Tower of Orthanc. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,10237,,,,,18,95030030,0.5,/images/compatible___the_tower_of_orthanc__10237_.jpg,,
Compatible - Super Heroes The SHIELD Helicarrier (76042),Marvel,<p>Build your own Super Heroes The SHIELD Helicarrier. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76042,,,,,18,95030030,0.5,"/images/compatible___super_heroes_the_shield_helicarrier__76042_.jpg,/images/compatible___super_heroes_the_shield_helicarrier__76042__1.jpg",,
Compatible - Dinosaur Fossils: Tyrannosaurus Rex (76968),Jurassic World,<p>Build your own Dinosaur Fossils: Tyrannosaurus Rex. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6499.0,,76968,,,,,18,95030030,0.5,"/images/compatible___dinosaur_fossils__tyrannosaurus_rex__76968_.jpg,/images/compatible___dinosaur_fossils__tyrannosaurus_rex__76968__1.jpg",,
Compatible - NASA Artemis Space Launch System (10341),Icons,<p>Build your own NASA Artemis Space Launch System. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,10341,,,,,18,95030030,0.5,"/images/compatible___nasa_artemis_space_launch_system__10341_.jpg,/images/compatible___nasa_artemis_space_launch_system__10341__1.jpg",,
Compatible - Haunted House (10273),Icons,<p>Build your own Haunted House. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,10273,,,,,18,95030030,0.5,"/images/compatible___haunted_house__10273_.jpg,/images/compatible___haunted_house__10273__1.jpg",,
Compatible - Shuttle Carrier Aircraft (10360),Icons,<p>Build your own Shuttle Carrier Aircraft. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,10360,,,,,18,95030030,0.5,"/images/compatible___shuttle_carrier_aircraft__10360_.jpg,/images/compatible___shuttle_carrier_aircraft__10360__1.jpg",,
Compatible - Ghostbusters Ecto-1 (10274),Icons,<p>Build your own Ghostbusters Ecto-1. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,10274,,,,,18,95030030,0.5,"/images/compatible___ghostbusters_ecto_1__10274_.jpg,/images/compatible___ghostbusters_ecto_1__10274__1.jpg",,
Compatible - PAC-MAN Arcade (10323),Icons,<p>Build your own PAC-MAN Arcade. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,10323,,,,,18,95030030,0.5,"/images/compatible___pac_man_arcade__10323_.jpg,/images/compatible___pac_man_arcade__10323__1.jpg",,
Compatible - Diagon Alley Wizarding Shops (76444),Harry Potter,<p>Build your own Diagon Alley Wizarding Shops. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76444,,,,,18,95030030,0.5,"/images/compatible___diagon_alley_wizarding_shops__76444_.jpg,/images/compatible___diagon_alley_wizarding_shops__76444__1.jpg",,
Compatible - The Burrow – Collectors Edition (76437),Harry Potter,<p>Build your own The Burrow – Collectors Edition. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76437,,,,,18,95030030,0.5,"/images/compatible___the_burrow___collectors_edition__76437_.jpg,/images/compatible___the_burrow___collectors_edition__76437__1.jpg",,
Compatible - Hogwarts Castle - The Great Hall (76435),Harry Potter,<p>Build your own Hogwarts Castle - The Great Hall. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76435,,,,,18,95030030,0.5,"/images/compatible___hogwarts_castle___the_great_hall__76435_.jpg,/images/compatible___hogwarts_castle___the_great_hall__76435__1.jpg",,
Compatible - Mecha Team Leader (77078),Fortnite,<p>Build your own Mecha Team Leader. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,77078,,,,,18,95030030,0.5,"/images/compatible___mecha_team_leader__77078_.jpg,/images/compatible___mecha_team_leader__77078__1.jpg",,
Compatible - The Upside Down (75810),Stranger Things,<p>Build your own The Upside Down. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6499.0,,75810,,,,,18,95030030,0.5,"/images/compatible___the_upside_down__75810_.jpg,/images/compatible___the_upside_down__75810__1.jpg",,
Compatible - Boutique Hotel (10297),Icons,<p>Build your own Boutique Hotel. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,10297,,,,,18,95030030,0.5,"/images/compatible___boutique_hotel__10297_.jpg,/images/compatible___boutique_hotel__10297__1.jpg",,
Compatible - The Endurance Ship (10335),Icons,<p>Build your own The Endurance Ship. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,10335,,,,,18,95030030,0.5,"/images/compatible___the_endurance_ship__10335_.jpg,/images/compatible___the_endurance_ship__10335__1.jpg",,
Compatible - Police Station (10278),Creator Expert,<p>Build your own Police Station. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7799.0,,10278,,,,,18,95030030,0.5,"/images/compatible___police_station__10278_.jpg,/images/compatible___police_station__10278__1.jpg",,
Compatible - Ultimate Formula 1 Collectors Pack (66802),Collectors Pack,<p>Build your own Ultimate Formula 1 Collectors Pack. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,66802,,,,,18,95030030,0.5,"/images/compatible___ultimate_formula_1_collectors_pack__66802_.jpg,/images/compatible___ultimate_formula_1_collectors_pack__66802__1.jpg",,
Compatible - The Milky Way Galaxy (31212),Art,<p>Build your own The Milky Way Galaxy. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,31212,,,,,18,95030030,0.5,"/images/compatible___the_milky_way_galaxy__31212_.jpg,/images/compatible___the_milky_way_galaxy__31212__1.jpg",,
Compatible - McLaren P1 (42172),Technic,<p>Build your own McLaren P1. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,42172,,,,,18,95030030,0.5,"/images/compatible___mclaren_p1__42172_.jpg,/images/compatible___mclaren_p1__42172__1.jpg",,
Compatible - The Simpsons Krusty Burger Restaurant (10352),The Simpsons,<p>Build your own The Simpsons Krusty Burger Restaurant. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,10352,,,,,18,95030030,0.5,"/images/compatible___the_simpsons_krusty_burger_restaurant__10352_.jpg,/images/compatible___the_simpsons_krusty_burger_restaurant__10352__1.jpg",,
Compatible - The Orient Express Train (21344),Ideas,<p>Build your own The Orient Express Train. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7499.0,,21344,,,,,18,95030030,0.5,"/images/compatible___the_orient_express_train__21344_.jpg,/images/compatible___the_orient_express_train__21344__1.jpg",,
Compatible - Motorized Lighthouse (21335),Ideas,<p>Build your own Motorized Lighthouse. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,21335,,,,,18,95030030,0.5,"/images/compatible___motorized_lighthouse__21335_.jpg,/images/compatible___motorized_lighthouse__21335__1.jpg",,
Compatible - The Friends Apartments (10292),Icons,<p>Build your own The Friends Apartments. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,10292,,,,,18,95030030,0.5,"/images/compatible___the_friends_apartments__10292_.jpg,/images/compatible___the_friends_apartments__10292__1.jpg",,
Compatible - Hogwarts Castle - The Main Tower (76454),Harry Potter,<p>Build your own Hogwarts Castle - The Main Tower. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,76454,,,,,18,95030030,0.5,"/images/compatible___hogwarts_castle___the_main_tower__76454_.jpg,/images/compatible___hogwarts_castle___the_main_tower__76454__1.jpg",,
Compatible - Batman: The Classic TV Series Batmobile (76328),DC,<p>Build your own Batman: The Classic TV Series Batmobile. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6999.0,,76328,,,,,18,95030030,0.5,"/images/compatible___batman__the_classic_tv_series_batmobile__76328_.jpg,/images/compatible___batman__the_classic_tv_series_batmobile__76328__1.jpg",,
Compatible - Himeji Castle (21060),Architecture,<p>Build your own Himeji Castle. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,21060,,,,,18,95030030,0.5,"/images/compatible___himeji_castle__21060_.jpg,/images/compatible___himeji_castle__21060__1.jpg",,
Compatible - Neuschwanstein Castle (21063),Architecture,<p>Build your own Neuschwanstein Castle. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,5999.0,,21063,,,,,18,95030030,0.5,"/images/compatible___neuschwanstein_castle__21063_.jpg,/images/compatible___neuschwanstein_castle__21063__1.jpg",,
Compatible - X-Men: The X-Mansion (76294),Marvel,<p>Build your own X-Men: The X-Mansion. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,7999.0,,76294,,,,,18,95030030,0.5,"/images/compatible___x_men__the_x_mansion__76294_.jpg,/images/compatible___x_men__the_x_mansion__76294__1.jpg",,
Compatible - Hogwarts Castle and Grounds (76419),Harry Potter,<p>Build your own Hogwarts Castle and Grounds. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,6499.0,,76419,,,,,18,95030030,0.5,"/images/compatible___hogwarts_castle_and_grounds__76419_.jpg,/images/compatible___hogwarts_castle_and_grounds__76419__1.jpg",,
